c1529258	9947	10	51.414	gi|344216114|dbj|DF094150.1|	82696
c1612776	141062	10	51.796	gi|344216140|dbj|DF094176.1|	193130
c1254804	72543	10	53.471	gi|344216140|dbj|DF094176.1|	49047
c1867792	1946	10	56.075	gi|344217046|dbj|DF095081.1|	28910
c812998	85508	10	60.413	gi|344216400|dbj|DF094436.1|	154945
c698922	78727	10	62.161	gi|344216252|dbj|DF094288.1|	132880
c812998	49320	10	63.294	gi|344216400|dbj|DF094436.1|	121467
c2483218	66400	10	63.479	gi|344216253|dbj|DF094289.1|	153289
c550871	621	10	64.092	gi|344217430|dbj|DF095465.1|	7004
c587076	36626	10	70.148	gi|344213991|dbj|DF096187.1|	35744
c1302918	109765	10	71.443	gi|344214000|dbj|DF096196.1|	28323
c587076	68091	10	73.485	gi|344216339|dbj|DF094375.1|	36766
c587076	36641	10	73.924	gi|344213991|dbj|DF096187.1|	35757
c1901282	92193	10	75.585	gi|344216763|dbj|DF094799.1|	12781
c2079257	233143	10	76.675	gi|344214886|dbj|DF097093.1|	5696
c1413499	119166	10	78.27	gi|344216173|dbj|DF094209.1|	106142
c1413499	119166	10	78.27	gi|344216173|dbj|DF094209.1|	48716
c511982	1659	10	78.586	gi|344216095|dbj|DF094131.1|	192070
c1070568	32981	10	78.755	gi|344216357|dbj|DF094393.1|	7158
c2079257	181784	10	79.804	gi|344216452|dbj|DF094488.1|	54659
c1515463	36804	10	82.524	gi|344216224|dbj|DF094260.1|	154562
c1515463	36804	10	82.524	gi|344216224|dbj|DF094260.1|	139252
c1515463	127812	10	83.636	gi|344216224|dbj|DF094260.1|	42098
c1515463	346856	10	84.28	gi|344216000|dbj|DF094036.1|	157856
c1515463	346935	10	85.588	gi|344216000|dbj|DF094036.1|	157935
c1515463	107469	10	92.391	gi|344216224|dbj|DF094260.1|	84944
c2297065	153907	11	5.985	gi|344215692|dbj|DF093728.1|	213561
c961492	32425	11	14.873	gi|344216908|dbj|DF094944.1|	92818
c2025353	173352	11	15.366	gi|344217207|dbj|DF095242.1|	39311
c1640348	220505	11	15.637	gi|344215624|dbj|DF093660.1|	291211
c2025353	310778	11	17.202	gi|344216596|dbj|DF094632.1|	98007
c2025353	98304	11	17.483	gi|344216094|dbj|DF094130.1|	162542
c2025353	131116	11	17.889	gi|344216094|dbj|DF094130.1|	190348
c218424	131007	11	18.504	gi|344215750|dbj|DF093786.1|	777
c218424	131007	11	18.504	gi|344215750|dbj|DF093786.1|	56131
c1639952	225495	11	18.621	gi|344215677|dbj|DF093713.1|	86596
c1639952	225495	11	18.621	gi|344215677|dbj|DF093713.1|	85832
c1639952	72953	11	19.264	gi|344216191|dbj|DF094227.1|	120564
c2294247	24224	11	19.421	gi|344216931|dbj|DF094967.1|	55170
c2025353	98315	11	20.053	gi|344216094|dbj|DF094130.1|	162553
c1403335	23152	11	21.078	gi|344216656|dbj|DF094692.1|	113235
c2025353	400396	11	21.344	gi|344215699|dbj|DF093735.1|	375303
c2025353	400397	11	21.344	gi|344215699|dbj|DF093735.1|	375302
c993999	134262	11	21.484	gi|344213526|dbj|DF095733.1|	25759
c1525339	93688	11	21.8	gi|344217140|dbj|DF095175.1|	8756
c1525339	190394	11	22.099	gi|344213953|dbj|DF096149.1|	36528
c1239020	176729	11	22.114	gi|344216128|dbj|DF094164.1|	24491
c1395156	99236	11	22.328	gi|344215656|dbj|DF093692.1|	385252
c94894	22763	11	22.445	gi|344213953|dbj|DF096149.1|	31461
c1525339	162597	11	22.793	gi|344216401|dbj|DF094437.1|	47902
c993999	160043	11	23.13	gi|344213526|dbj|DF095733.1|	1603
c1525339	95938	11	23.465	gi|344217140|dbj|DF095175.1|	7023
c1639952	72972	11	23.475	gi|344216191|dbj|DF094227.1|	120583
c2018213	7508	11	24.142	gi|344216529|dbj|DF094565.1|	33342
c2018213	7507	11	24.54	gi|344216529|dbj|DF094565.1|	33343
c1639952	109265	11	25.424	gi|344216191|dbj|DF094227.1|	153266
c894234	57735	11	25.945	gi|344216656|dbj|DF094692.1|	35632
c1525339	95919	11	26.915	gi|344217140|dbj|DF095175.1|	7042
c894777	37398	11	27.625	gi|344216231|dbj|DF094267.1|	17126
c1525339	162589	11	29.187	gi|344216401|dbj|DF094437.1|	47894
c2048088	336634	11	41.716	gi|344215800|dbj|DF093836.1|	46357
c2406142	294099	11	41.73	gi|344215837|dbj|DF093873.1|	194681
c1529150	461657	11	47.452	gi|344215964|dbj|DF094000.1|	78203
c999969	20751	11	49.066	gi|344217029|dbj|DF095064.1|	77966
c986684	148308	11	57.461	gi|344215911|dbj|DF093947.1|	122045
c986684	148313	11	57.461	gi|344215911|dbj|DF093947.1|	122050
c302315	80641	11	57.65	gi|344215980|dbj|DF094016.1|	166745
c2517366	278046	12	0.393	gi|344215672|dbj|DF093708.1|	264697
c2433955	226167	12	3	gi|344215625|dbj|DF093661.1|	295103
c2433955	278678	12	5.692	gi|344215625|dbj|DF093661.1|	245124
c2517366	273148	12	6.024	gi|344215672|dbj|DF093708.1|	260907
c1701407	294522	12	7.026	gi|344215672|dbj|DF093708.1|	279075
c2433955	342205	12	8.087	gi|344215625|dbj|DF093661.1|	189709
c1701407	106539	12	8.797	gi|344216580|dbj|DF094616.1|	106592
c1237576	227799	12	12.108	gi|344215687|dbj|DF093723.1|	191439
c2433955	487767	12	12.826	gi|344215625|dbj|DF093661.1|	55784
c1237576	34950	12	15.284	gi|344215687|dbj|DF093723.1|	378953
c1392075	119654	12	17.648	gi|344215989|dbj|DF094025.1|	125942
c1237576	318759	12	18.924	gi|344215687|dbj|DF093723.1|	101340
c1276544	181165	12	22.943	gi|344215926|dbj|DF093962.1|	226818
c1392075	729743	12	23.608	gi|344215715|dbj|DF093751.1|	372800
c1086178	4076	12	24.606	gi|344214440|dbj|DF096647.1|	1580
c1867251	143358	12	26.666	gi|344216917|dbj|DF094953.1|	33494
c1900513	376722	12	28.756	gi|344215641|dbj|DF093677.1|	32052
c1900513	376725	12	28.756	gi|344215641|dbj|DF093677.1|	32049
c1900513	225008	12	30.188	gi|344215641|dbj|DF093677.1|	155166
c1900513	374554	12	30.72	gi|344215641|dbj|DF093677.1|	34313
c1682997	149570	12	33.766	gi|344215609|dbj|DF093645.1|	64550
c1547727	231260	12	33.937	gi|344216262|dbj|DF094298.1|	154131
c1547727	231260	12	33.937	gi|344216262|dbj|DF094298.1|	148150
c1269940	27040	12	35.213	gi|344215653|dbj|DF093689.1|	327869
c1811180	397333	12	36.608	gi|344215653|dbj|DF093689.1|	159936
c1413499	135502	12	37.167	gi|344213616|dbj|DF095810.1|	39514
c1811180	63238	12	37.364	gi|344215971|dbj|DF094007.1|	99696
c1811180	63238	12	37.364	gi|344215971|dbj|DF094007.1|	93261
c1547727	61708	12	37.519	gi|344216903|dbj|DF094939.1|	39072
c1413499	135488	12	37.66	gi|344215971|dbj|DF094007.1|	1013
c1413499	339562	12	38.696	gi|344216977|dbj|DF095012.1|	24612
c121571	88148	12	38.933	gi|344215992|dbj|DF094028.1|	232723
c121571	88148	12	38.933	gi|344215992|dbj|DF094028.1|	234783
c1413499	339572	12	38.934	gi|344216977|dbj|DF095012.1|	24602
c625461	151933	12	40.527	gi|344215705|dbj|DF093741.1|	198437
c2165933	136196	12	40.645	gi|344216409|dbj|DF094445.1|	89442
c2437667	285044	12	41.371	gi|344214744|dbj|DF096951.1|	15983
c1960666	45644	12	41.464	gi|344215644|dbj|DF093680.1|	101410
c1704266	49283	12	42.728	gi|344215897|dbj|DF093933.1|	3998
c1102701	70676	12	42.972	gi|344215634|dbj|DF093670.1|	294759
c1704266	49284	12	43.007	gi|344215897|dbj|DF093933.1|	3997
c625461	497633	12	43.061	gi|344214587|dbj|DF096794.1|	9564
c2430742	414992	12	43.076	gi|344215711|dbj|DF093747.1|	112458
c1413499	328332	12	43.896	gi|344216977|dbj|DF095012.1|	33814
c701548	44864	12	46.753	gi|344215916|dbj|DF093952.1|	211174
c1089630	13304	12	48.374	gi|344213655|dbj|DF095849.1|	40361
c944390	37878	12	50.449	gi|344213509|dbj|DF095716.1|	13716
c944390	8075	12	50.925	gi|344213509|dbj|DF095716.1|	34187
c1790586	346046	12	53.15	gi|344216994|dbj|DF095029.1|	40184
c1704843	65597	12	54.172	gi|344215660|dbj|DF093696.1|	54250
c1673145	50111	12	55.655	gi|344215660|dbj|DF093696.1|	246878
c1639439	185695	12	57.56	gi|344216129|dbj|DF094165.1|	136353
c1639439	320748	12	58.793	gi|344216129|dbj|DF094165.1|	4484
c1540777	188916	12	59.89	gi|344213719|dbj|DF095913.1|	22128
c1639439	293366	12	61.307	gi|344216129|dbj|DF094165.1|	32712
c1370513	87350	12	62.681	gi|344215605|dbj|DF093641.1|	426033
c1398849	23637	12	62.874	gi|344216584|dbj|DF094620.1|	82334
c1604454	5612	12	64.091	gi|344215605|dbj|DF093641.1|	4402
c1540777	213399	12	65.105	gi|344215840|dbj|DF093876.1|	136018
c1540777	275811	12	65.484	gi|344215840|dbj|DF093876.1|	82615
c1359783	46404	12	66.45	gi|344215840|dbj|DF093876.1|	27001
c1359783	46404	12	66.45	gi|344215840|dbj|DF093876.1|	30024
c1641688	61377	12	68.25	gi|344215984|dbj|DF094020.1|	130503
c1383587	271095	12	68.465	gi|344217308|dbj|DF095343.1|	28377
c1641688	176236	12	69.106	gi|344215984|dbj|DF094020.1|	39609
c1383587	56972	12	71.063	gi|344215988|dbj|DF094024.1|	242049
c2030320	344794	12	72.582	gi|344216139|dbj|DF094175.1|	5063
c2515247	59821	12	72.764	gi|344216546|dbj|DF094582.1|	90399
c1359783	149942	12	73.419	gi|344216167|dbj|DF094203.1|	125449
c2515247	21861	12	75.355	gi|344216546|dbj|DF094582.1|	128741
c2396365	36340	12	76.157	gi|344215984|dbj|DF094020.1|	210810
c2030320	148611	12	78.253	gi|344216139|dbj|DF094175.1|	179370
c1641688	41567	12	78.464	gi|344215984|dbj|DF094020.1|	149156
c1641688	41562	12	78.545	gi|344215984|dbj|DF094020.1|	149161
c1383587	287094	12	80.731	gi|344215984|dbj|DF094020.1|	2277
c1231179	210011	12	81.824	gi|344216142|dbj|DF094178.1|	22347
c666183	158742	12	82.873	gi|344215942|dbj|DF093978.1|	227961
c666183	162665	12	84.809	gi|344215942|dbj|DF093978.1|	225284
c666183	267804	12	85.981	gi|344215942|dbj|DF093978.1|	130202
c1383587	110168	12	86.179	gi|344216064|dbj|DF094100.1|	163343
c1383587	110168	12	86.179	gi|344216064|dbj|DF094100.1|	163957
c666183	267810	12	87.562	gi|344215942|dbj|DF093978.1|	130196
c2214146	200924	13	0	gi|344216261|dbj|DF094297.1|	105234
c187788	240538	13	3.194	gi|344216367|dbj|DF094403.1|	131310
c1814209	187272	13	5.907	gi|344216217|dbj|DF094253.1|	25616
c1264386	10156	13	8.281	gi|344217086|dbj|DF095121.1|	39571
c1145365	168662	13	9.206	gi|344215915|dbj|DF093951.1|	162767
c1814209	290745	13	9.728	gi|344216275|dbj|DF094311.1|	17231
c1814209	187439	13	9.747	gi|344216217|dbj|DF094253.1|	25449
c1145365	173638	13	9.805	gi|344215915|dbj|DF093951.1|	167719
c187788	389819	13	11.675	gi|344215909|dbj|DF093945.1|	46225
c1814209	494925	13	12.294	gi|344216309|dbj|DF094345.1|	16285
c1814209	494925	13	12.294	gi|344216309|dbj|DF094345.1|	8096
c1814209	494925	13	12.294	gi|344216309|dbj|DF094345.1|	12338
c908618	145582	13	15.318	gi|344215972|dbj|DF094008.1|	127101
c187788	44467	13	16.694	gi|344215892|dbj|DF093928.1|	240023
c908618	196551	13	19.216	gi|344215972|dbj|DF094008.1|	177694
c2882	647	13	20.198	gi|344215909|dbj|DF093945.1|	137261
c1531306	192002	13	27.26	gi|344215850|dbj|DF093886.1|	113048
c2021939	75284	13	29.963	gi|344215598|dbj|DF093634.1|	533283
c2021939	539	13	30.359	gi|344215598|dbj|DF093634.1|	472676
c2021939	124001	13	31.433	gi|344215598|dbj|DF093634.1|	579503
c1711537	280670	13	32.141	gi|344215603|dbj|DF093639.1|	284364
c2021939	283116	13	32.834	gi|344217382|dbj|DF095417.1|	3755
c1763013	95231	13	34.924	gi|344216734|dbj|DF094770.1|	51985
c151167	191342	13	37.269	gi|344215822|dbj|DF093858.1|	219358
c151167	23705	13	38.395	gi|344215822|dbj|DF093858.1|	78173
c151167	23705	13	38.395	gi|344215822|dbj|DF093858.1|	81419
c2156202	129143	13	41.571	gi|344215822|dbj|DF093858.1|	30642
c1381596	86341	13	44.697	gi|344215877|dbj|DF093913.1|	51079
c568938	42913	13	45.775	gi|344213683|dbj|DF095877.1|	28326
c1932090	103762	13	46.964	gi|344215679|dbj|DF093715.1|	330340
c1932090	148484	13	47.886	gi|344215679|dbj|DF093715.1|	289912
c1234152	35721	13	48.056	gi|344215741|dbj|DF093777.1|	244577
c662103	127558	13	49.542	gi|344215934|dbj|DF093970.1|	71402
c662103	127532	13	50.025	gi|344215934|dbj|DF093970.1|	71428
c857488	376354	13	50.192	gi|344215736|dbj|DF093772.1|	163067
c662103	170410	13	51.352	gi|344215934|dbj|DF093970.1|	37387
c103885	68054	13	51.909	gi|344216135|dbj|DF094171.1|	127247
c568938	42910	13	53.002	gi|344213683|dbj|DF095877.1|	28329
c1625311	126572	13	53.622	gi|344215749|dbj|DF093785.1|	95656
c1732762	48344	13	53.779	gi|344215746|dbj|DF093782.1|	299235
c662103	128346	13	54.609	gi|344215934|dbj|DF093970.1|	70601
c2111989	223506	13	54.983	gi|344216300|dbj|DF094336.1|	145827
c1572152	133918	13	55.957	gi|344215736|dbj|DF093772.1|	296046
c1703633	60473	13	56.003	gi|344216256|dbj|DF094292.1|	168341
c1163491	299623	13	56.939	gi|344216233|dbj|DF094269.1|	2676
c1516466	116359	13	57.074	gi|344215702|dbj|DF093738.1|	3913
c662103	121755	13	58.204	gi|344215934|dbj|DF093970.1|	76980
c2182048	292678	13	58.829	gi|344215877|dbj|DF093913.1|	139613
c1516466	61525	13	59.303	gi|344213649|dbj|DF095843.1|	39989
c2463333	41511	13	64.459	gi|344216330|dbj|DF094366.1|	93190
c91150	34992	13	65.072	gi|344216595|dbj|DF094631.1|	73732
c2111989	234776	13	70.924	gi|344216256|dbj|DF094292.1|	150148
c684487	47881	13	72.056	gi|344217031|dbj|DF095066.1|	52628
c2111989	234796	13	72.26	gi|344216256|dbj|DF094292.1|	150168
c1075597	98279	13	75.107	gi|344215577|dbj|DF093613.1|	407892
c1537726	15549	13	79.254	gi|344215582|dbj|DF093618.1|	58445
c1745584	32310	13	82.504	gi|344215577|dbj|DF093613.1|	269809
c1270813	29200	13	84.115	gi|344215582|dbj|DF093618.1|	103148
c2097345	205991	13	86.107	gi|344215949|dbj|DF093985.1|	56081
c2097345	219941	13	87.322	gi|344215949|dbj|DF093985.1|	47794
c2170765	448293	13	88.806	gi|344215963|dbj|DF093999.1|	136747
c2338234	12688	13	89.444	gi|344215039|dbj|DF097246.1|	1488
c2338234	12691	13	89.444	gi|344215039|dbj|DF097246.1|	1491
c2338234	12699	13	89.444	gi|344215039|dbj|DF097246.1|	1499
c1166066	288363	13	95.364	gi|344215688|dbj|DF093724.1|	237923
c2373953	288751	13	97.036	gi|344216431|dbj|DF094467.1|	52135
c2373953	25471	13	98.041	gi|344216190|dbj|DF094226.1|	172325
c1150490	123616	13	100.896	gi|344215577|dbj|DF093613.1|	98706
c1166066	419649	13	101.089	gi|344215688|dbj|DF093724.1|	361600
c1888154	4315	13	101.575	gi|344215585|dbj|DF093621.1|	573911
c1166066	127054	13	103.191	gi|344215688|dbj|DF093724.1|	69130
c1274056	17050	13	103.512	gi|344215585|dbj|DF093621.1|	229435
c1274056	17050	13	103.512	gi|344215585|dbj|DF093621.1|	233796
c1274056	17061	13	104.254	gi|344215585|dbj|DF093621.1|	233785
c1274056	17061	13	104.254	gi|344215585|dbj|DF093621.1|	229424
c1888154	348815	13	105.517	gi|344215585|dbj|DF093621.1|	280170
c391337	83698	14	0	gi|344215627|dbj|DF093663.1|	270407
c967499	93531	14	1.904	gi|344215627|dbj|DF093663.1|	68637
c1789852	37514	14	3.605	gi|344215666|dbj|DF093702.1|	360017
c1726340	97559	14	5.045	gi|344215063|dbj|DF097270.1|	399
c1789852	111662	14	6.074	gi|344215627|dbj|DF093663.1|	354604
c1789852	111664	14	6.074	gi|344215627|dbj|DF093663.1|	354606
c1789852	196507	14	6.727	gi|344215627|dbj|DF093663.1|	438468
c1789852	137667	14	6.923	gi|344215627|dbj|DF093663.1|	379324
c1081312	31768	14	8.091	gi|344215924|dbj|DF093960.1|	29792
c1057819	123651	14	8.72	gi|344216221|dbj|DF094257.1|	24652
c1057819	95803	14	10.354	gi|344215641|dbj|DF093677.1|	75539
c1057819	23319	14	12.471	gi|344216221|dbj|DF094257.1|	110838
c1081312	20773	14	12.735	gi|344215924|dbj|DF093960.1|	16431
c1903291	144675	14	13.627	gi|344216067|dbj|DF094103.1|	88610
c1081312	41566	14	14.548	gi|344215924|dbj|DF093960.1|	38036
c1081312	25346	14	14.594	gi|344215924|dbj|DF093960.1|	23025
c1688191	7079	14	18.243	gi|344217159|dbj|DF095194.1|	41640
c1688191	40781	14	20.25	gi|344217159|dbj|DF095194.1|	71015
c799597	60638	14	23.391	gi|344215788|dbj|DF093824.1|	9231
c1688191	256378	14	25.45	gi|344215950|dbj|DF093986.1|	43387
c2019948	113296	14	26.141	gi|344216206|dbj|DF094242.1|	142099
c1378457	82817	14	28.268	gi|344215857|dbj|DF093893.1|	27952
c1688191	33508	14	28.732	gi|344217159|dbj|DF095194.1|	64601
c1073301	29317	14	29.743	gi|344215861|dbj|DF093897.1|	171231
c1098440	16499	14	34.816	gi|344216460|dbj|DF094496.1|	140691
c897680	68276	14	39.955	gi|344217191|dbj|DF095226.1|	79433
c1630077	57488	14	41.802	gi|344215861|dbj|DF093897.1|	104379
c1180752	7174	14	44.057	gi|344217028|dbj|DF095063.1|	17759
c1404241	57271	14	45.085	gi|344216229|dbj|DF094265.1|	123743
c1404241	57272	14	45.264	gi|344216229|dbj|DF094265.1|	123742
c996076	12895	14	45.685	gi|344215722|dbj|DF093758.1|	56959
c1404241	57250	14	46.404	gi|344216229|dbj|DF094265.1|	123764
c295958	42221	14	47.782	gi|344213754|dbj|DF095948.1|	19457
c998407	20326	14	47.814	gi|344216100|dbj|DF094136.1|	84762
c361913	37741	14	49.01	gi|344215570|dbj|DF093606.1|	940907
c1617293	25501	14	49.748	gi|344216092|dbj|DF094128.1|	164078
c563529	18341	14	50.011	gi|344215776|dbj|DF093812.1|	158451
c563529	18344	14	50.011	gi|344215776|dbj|DF093812.1|	158454
c1098852	55078	14	50.281	gi|344215642|dbj|DF093678.1|	207931
c1437470	79407	14	50.61	gi|344216100|dbj|DF094136.1|	212129
c1437470	79418	14	50.61	gi|344216100|dbj|DF094136.1|	212140
c1617293	35832	14	50.934	gi|344216092|dbj|DF094128.1|	154699
c1716477	13055	14	51.897	gi|344215583|dbj|DF093619.1|	63425
c998407	31998	14	52.162	gi|344216100|dbj|DF094136.1|	95290
c998407	32002	14	52.162	gi|344216100|dbj|DF094136.1|	95296
c760602	5748	14	52.946	gi|344213780|dbj|DF095974.1|	18400
c58099	2185	14	54.15	gi|344216537|dbj|DF094573.1|	119264
c1640348	298591	14	57.318	gi|344215624|dbj|DF093660.1|	363562
c1855353	113500	14	72.627	gi|344215587|dbj|DF093623.1|	390159
c1855353	233793	14	74.122	gi|344215587|dbj|DF093623.1|	511005
c1733810	19462	14	75.844	gi|344213664|dbj|DF095858.1|	6937
c1855353	386782	14	76.052	gi|344215587|dbj|DF093623.1|	644131
c1855353	378116	14	78.467	gi|344215587|dbj|DF093623.1|	637617
c594145	94141	14	80.233	gi|344215570|dbj|DF093606.1|	632936
c594145	270736	14	80.51	gi|344213663|dbj|DF095857.1|	4929
c594145	94144	14	80.956	gi|344215570|dbj|DF093606.1|	632939
c1480326	306589	14	82.312	gi|344216616|dbj|DF094652.1|	101244
c1807228	62170	14	86.868	gi|344216981|dbj|DF095016.1|	63710
c2338037	1066857	14	89.58	gi|344215572|dbj|DF093608.1|	383230
c2338037	914678	14	90.478	gi|344215572|dbj|DF093608.1|	518686
c1391083	88776	14	91.585	gi|344216048|dbj|DF094084.1|	19260
c2338037	66053	14	96.925	gi|344215630|dbj|DF093666.1|	105116
c2338037	66053	14	96.925	gi|344215630|dbj|DF093666.1|	41065
